보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
불로동042,1,,광주광역시 동구 불로동 1-22,35.14710055,126.9147186,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
불로동043,1,,광주광역시 동구 불로동 1-12,35.14675522,126.9150812,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
불로동044,1,,광주광역시 동구 불로동 1-26,35.14689191,126.9148801,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
불로동045,1,,광주광역시 동구 불로동 170,35.14500305,126.9149228,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수공원3,0,,광주광역시 동구 산수동 401-87,35.15515576,126.9286949,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수공원4,0,,광주광역시 동구 산수동 401-87,35.15510596,126.9286758,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동001,1,,광주광역시 동구 산수동 79-2,35.15724286,126.9407272,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동002,1,,광주광역시 동구 산수동 79-28,35.15750885,126.9410645,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동003,1,,광주광역시 동구 산수동 산52-17,35.15761185,126.9422938,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동004,1,,광주광역시 동구 산수동 산50-3,35.15730534,126.9436243,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동005,1,,광주광역시 동구 산수동 498-22,35.15717697,126.9399719,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동006,1,,광주광역시 동구 산수동 100-4,35.15746307,126.9401346,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동007,1,,광주광역시 동구 산수동 1-6,35.157444,126.9405136,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동008,1,,광주광역시 동구 산수동 1-8,35.1575926,126.9405916,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동009,1,,광주광역시 동구 산수동 1-9,35.15768078,126.9406932,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동010,1,,광주광역시 동구 산수동 99-16,35.15684208,126.9396436,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동011,1,,광주광역시 동구 산수동 산47-6,35.15864182,126.943735,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동012,1,,광주광역시 동구 산수동 산47-6,35.15863627,126.943735,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동013,1,,광주광역시 동구 산수동 산49-2,35.15819429,126.944547,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동014,1,,광주광역시 동구 산수동 산49-2,35.15819429,126.944547,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동015,1,,광주광역시 동구 산수동 산50-1,35.15685741,126.9446923,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동016,1,,광주광역시 동구 산수동 산50-1,35.15685741,126.9446923,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동017,1,,광주광역시 동구 산수동 산50-1,35.15689288,126.9446923,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동018,1,,광주광역시 동구 산수동 89-5,35.15667725,126.9376272,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동019,1,,광주광역시 동구 산수동 89-18,35.15659241,126.9376059,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동020,1,,광주광역시 동구 산수동 89-11,35.15648235,126.9374455,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동021,1,,광주광역시 동구 산수동 103-24,35.15692902,126.9380493,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동022,1,,광주광역시 동구 산수동 87-6,35.15602421,126.9376144,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동023,1,,광주광역시 동구 산수동 87-11,35.1558876,126.9377542,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동024,1,,광주광역시 동구 산수동 84,35.15652859,126.9379759,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동025,1,,광주광역시 동구 산수동 84,35.15652859,126.9379759,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동026,1,,광주광역시 동구 산수동 84,35.15652859,126.9379759,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동027,1,,광주광역시 동구 산수동 84,35.15652859,126.9379759,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동028,1,,광주광역시 동구 산수동 78-2,35.15572899,126.9395595,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동029,1,,광주광역시 동구 산수동 78-2,35.15572899,126.9395218,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동030,1,,광주광역시 동구 산수동 91-2,35.15604019,126.9378755,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동031,1,,광주광역시 동구 산수동 64-12,35.15572739,126.9372482,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동032,1,,광주광역시 동구 산수동 64-13,35.15584183,126.937172,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동033,1,,광주광역시 동구 산수동 64-14,35.15594486,126.9370897,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동034,1,,광주광역시 동구 산수동 63-9,35.15555573,126.9371651,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동035,1,,광주광역시 동구 산수동 63-12,35.15577698,126.9369542,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동036,1,,광주광역시 동구 산수동 63-16,35.15589523,126.9368972,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동037,1,,광주광역시 동구 산수동 62-13,35.15563143,126.9366989,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동038,1,,광주광역시 동구 산수동 62-6,35.15570831,126.9365387,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동039,1,,광주광역시 동구 산수동 62-19,35.15543365,126.9369948,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동040,1,,광주광역시 동구 산수동 48-10,35.15537262,126.9374465,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동041,1,,광주광역시 동구 산수동 497-34,35.15522358,126.937706,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동042,1,,광주광역시 동구 산수동 18-6,35.15498965,126.9373932,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동043,1,,광주광역시 동구 산수동 18-7,35.15487742,126.9373779,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동044,1,,광주광역시 동구 산수동 18-9,35.15463638,126.9373932,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동045,1,,광주광역시 동구 산수동 20-5,35.15496063,126.9372211,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동046,1,,광주광역시 동구 산수동 49-15,35.15511703,126.9368424,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동047,1,,광주광역시 동구 산수동 21-5,35.15483856,126.9368771,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동048,1,,광주광역시 동구 산수동 12,35.15400103,126.938041,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동049,1,,광주광역시 동구 산수동 22-3,35.15420813,126.9374466,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동050,1,,광주광역시 동구 산수동 22-2,35.15383148,126.9371768,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동051,1,,광주광역시 동구 산수동 23-10,35.15418625,126.9369736,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동052,1,,광주광역시 동구 산수동 23-4,35.15410696,126.9371526,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동053,1,,광주광역시 동구 산수동 23-5,35.15417449,126.9370804,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동054,1,,광주광역시 동구 산수동 21-4,35.15464401,126.9372252,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동055,1,,광주광역시 동구 산수동 23-6,35.15407944,126.9370656,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동056,1,,광주광역시 동구 산수동 24-19,35.1537056,126.9369236,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동057,1,,광주광역시 동구 산수동 산1-11,35.15248871,126.9367142,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동058,1,,광주광역시 동구 산수동 513-11,35.15383148,126.936068,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동059,1,,광주광역시 동구 산수동 513-20,35.15422821,126.935964,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동060,1,,광주광역시 동구 산수동 512-5,35.15448761,126.9362321,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동061,1,,광주광역시 동구 산수동 24-26,35.15351105,126.9367294,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동062,1,,광주광역시 동구 산수동 513-27,35.15402323,126.9358336,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동063,1,,광주광역시 동구 산수동 512-3,35.15457421,126.9361378,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동064,1,,광주광역시 동구 산수동 512-3,35.15457421,126.9361496,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동065,1,,광주광역시 동구 산수동 511-61,35.15491712,126.9362115,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
내남동126,1,,광주광역시 동구 내남동 696-1,35.09056473,126.9290695,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
내남동127,1,,광주광역시 동구 내남동 706,35.09085083,126.928961,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
내남동128,1,,광주광역시 동구 내남동 703,35.0906868,126.9289689,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
내남동129,1,,광주광역시 동구 내남동 708,35.09102759,126.9288063,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
내남동130,1,,광주광역시 동구 내남동 678,35.09014122,126.928627,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동048,1,,광주광역시 동구 대인동 319-11,35.15611649,126.9138205,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동049,1,,광주광역시 동구 대인동 321-45,35.15568161,126.9134832,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동050,1,,광주광역시 동구 대인동 319-10,35.15579735,126.9137292,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동051,1,,광주광역시 동구 대인동 319-17,35.15593503,126.9139086,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동052,1,,광주광역시 동구 대인동 316-16,35.15605856,126.9143219,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동053,1,,광주광역시 동구 대인동 319-6,35.15622507,126.9140152,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동054,1,,광주광역시 동구 대인동 316-20,35.15589584,126.9144529,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동055,1,,광주광역시 동구 대인동 315-19,35.15562507,126.9145743,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동056,1,,광주광역시 동구 대인동 315-16,35.15546326,126.914812,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동057,1,,광주광역시 동구 대인동 315-28,35.1554074,126.9150391,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동058,1,,광주광역시 동구 대인동 315-10,35.15521342,126.9151746,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동059,1,,광주광역시 동구 대인동 323-3,35.1548996,126.9154358,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동060,1,,광주광역시 동구 대인동 315-4,35.15535688,126.9152955,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동061,1,,광주광역시 동구 대인동 315-28,35.1554074,126.9150995,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동062,1,,광주광역시 동구 대인동 315-2,35.15557913,126.9149966,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동063,1,,광주광역시 동구 대인동 327-1,35.15589072,126.9148287,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동064,1,,광주광역시 동구 대인동 323-14,35.15497653,126.9159698,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동065,1,,광주광역시 동구 대인동 323-8,35.15454901,126.9154434,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동066,1,,광주광역시 동구 대인동 323-7,35.15465452,126.9152679,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
대인동067,1,,광주광역시 동구 대인동 322-20,35.15483931,126.9150696,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동068,1,,광주광역시 동구 대인동 322-22,35.15491104,126.9147415,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동069,1,,광주광역시 동구 대인동 322-24,35.15509123,126.9146235,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동070,1,,광주광역시 동구 대인동 322-28,35.15530795,126.9142456,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동071,1,,광주광역시 동구 대인동 321-44,35.15538323,126.9136735,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동072,1,,광주광역시 동구 대인동 311-16,35.15431938,126.9157637,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동073,1,,광주광역시 동구 대인동 311-7,35.15420236,126.9159959,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동074,1,,광주광역시 동구 대인동 310-5,35.15405858,126.9162292,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동075,1,,광주광역시 동구 대인동 310-17,35.15457252,126.9168558,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동076,1,,광주광역시 동구 대인동 310-5,35.15405858,126.916275,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동077,1,,광주광역시 동구 대인동 313-1,35.15365857,126.9165139,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동078,1,,광주광역시 동구 대인동 312-12,35.153548,126.9161606,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
대인동079,1,,광주광역시 동구 대인동 313-2,35.15360221,126.9166336,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동080,1,,광주광역시 동구 대인동 313-13,35.15354855,126.9165707,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동081,1,,광주광역시 동구 대인동 309-6,35.15388828,126.9171003,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동082,1,,광주광역시 동구 대인동 312-10,35.15376795,126.9163117,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동083,1,,광주광역시 동구 대인동 308-26,35.15348012,126.9174371,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동084,1,,광주광역시 동구 대인동 308-21,35.15336697,126.9174576,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동085,1,,광주광역시 동구 대인동 308-20,35.15329123,126.9175202,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동086,1,,광주광역시 동구 대인동 308-15,35.15359404,126.9174271,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동087,1,,광주광역시 동구 대인동 308-17,35.15353775,126.9175897,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동088,1,,광주광역시 동구 대인동 308-9,35.15358832,126.9179107,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동089,1,,광주광역시 동구 대인동 308-13,35.15373611,126.9175238,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
대인동090,1,,광주광역시 동구 대인동 309-12,35.15402714,126.9174957,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동091,1,,광주광역시 동구 대인동 310-14,35.15445328,126.9171219,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동092,1,,광주광역시 동구 대인동 311-14,35.15467792,126.9166641,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동093,1,,광주광역시 동구 대인동 327-22,35.15483475,126.9166348,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
대인동094,1,,광주광역시 동구 대인동 311-1,35.15487671,126.9163055,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동095,1,,광주광역시 동구 대인동 327-9,35.15458434,126.9171219,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동096,1,,광주광역시 동구 대인동 190-7,35.1532172,126.9180298,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동097,1,,광주광역시 동구 대인동 198-17,35.15294962,126.9183641,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동098,1,,광주광역시 동구 대인동 198-10,35.1529808,126.9182768,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동099,1,,광주광역시 동구 대인동 198-5,35.15321238,126.9186011,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동100,1,,광주광역시 동구 대인동 198-1,35.15307311,126.9188636,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동101,1,,광주광역시 동구 대인동 327-28,35.15409232,126.9178696,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동103,1,,광주광역시 동구 대인동 316-2,35.15589366,126.9141137,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
대인동104,1,,광주광역시 동구 대인동 321-18,35.15526302,126.913844,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동105,1,,광주광역시 동구 대인동 321-18,35.15526302,126.913844,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동106,1,,광주광역시 동구 대인동 316-9,35.15564542,126.9141882,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
대인동107,1,,광주광역시 동구 대인동 316-20,35.15589584,126.9144529,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동001,1,,광주광역시 동구 동명동 120-7,35.14614487,126.9274409,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동002,1,,광주광역시 동구 동명동 120-26,35.1463623,126.9277546,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동003,1,,광주광역시 동구 동명동 118-30,35.14647675,126.9279627,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동004,1,,광주광역시 동구 동명동 118-24,35.14671499,126.9282817,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동005,1,,광주광역시 동구 동명동 118-26,35.14674759,126.9281616,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동006,1,,광주광역시 동구 동명동 118-20,35.14683151,126.9279709,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동007,1,,광주광역시 동구 동명동 118-19,35.14703718,126.9280777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동008,1,,광주광역시 동구 동명동 118-21,35.14688947,126.9279337,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동009,1,,광주광역시 동구 동명동 125-4,35.14751816,126.9283579,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동010,1,,광주광역시 동구 동명동 124-1,35.14755405,126.9285569,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동011,1,,광주광역시 동구 동명동 115-15,35.14762389,126.9289169,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동012,1,,광주광역시 동구 동명동 115-1,35.14742279,126.9288406,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동013,1,,광주광역시 동구 동명동 115-29,35.14725494,126.9287491,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동014,1,,광주광역시 동구 동명동 117-3,35.14702606,126.9287186,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동015,1,,광주광역시 동구 동명동 118-23,35.1467765,126.9284439,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동016,1,,광주광역시 동구 동명동 117-25,35.14679718,126.9285202,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동017,1,,광주광역시 동구 동명동 117-11,35.14694977,126.9288712,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동018,1,,광주광역시 동구 동명동 116-3,35.14723872,126.9294238,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동019,1,,광주광역시 동구 동명동 115-2,35.14750719,126.9291868,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동020,1,,광주광역시 동구 동명동 115-2,35.14752197,126.9291868,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동021,1,,광주광역시 동구 동명동 114-6,35.14759064,126.9294594,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동022,1,,광주광역시 동구 동명동 113-98,35.14783478,126.9297845,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동023,1,,광주광역시 동구 동명동 114-13,35.14768887,126.9298931,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동024,1,,광주광역시 동구 동명동 112-28,35.1484476,126.9299194,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동025,1,,광주광역시 동구 동명동 113-40,35.14822769,126.9299393,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동026,1,,광주광역시 동구 동명동 101-12,35.14805474,126.9289884,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동027,1,,광주광역시 동구 동명동 102-4,35.14864613,126.9293594,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동028,1,,광주광역시 동구 동명동 102-3,35.14875164,126.9293909,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
동명동029,1,,광주광역시 동구 동명동 113-44,35.14849142,126.9297409,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동030,1,,광주광역시 동구 동명동 101-7,35.1485016,126.9292379,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동031,1,,광주광역시 동구 동명동 101-47,35.14822769,126.9289977,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동032,1,,광주광역시 동구 동명동 101-55,35.14791107,126.9287926,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동033,1,,광주광역시 동구 동명동 101-38,35.14772034,126.9288973,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동034,1,,광주광역시 동구 동명동 101-76,35.14795823,126.9292145,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동035,1,,광주광역시 동구 동명동 101-35,35.14817953,126.9292908,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동036,1,,광주광역시 동구 동명동 113-3,35.14842224,126.9298706,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동037,1,,광주광역시 동구 동명동 113-32,35.14861679,126.9298671,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동038,1,,광주광역시 동구 동명동 112-3,35.14837231,126.9301453,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동039,1,,광주광역시 동구 동명동 112-2,35.1486702,126.9301834,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동040,1,,광주광역시 동구 동명동 287,35.14909363,126.9277633,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동041,1,,광주광역시 동구 동명동 284-20,35.14950254,126.927053,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동042,1,,광주광역시 동구 동명동 287-25,35.1491808,126.9297384,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동043,1,,광주광역시 동구 동명동 287-26,35.14926147,126.9301758,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동044,1,,광주광역시 동구 동명동 287-16,35.14913922,126.9305878,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동045,1,,광주광역시 동구 동명동 287-29,35.14893619,126.9303972,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동046,1,,광주광역시 동구 동명동 2-19,35.14996338,126.9308701,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동047,1,,광주광역시 동구 동명동 2-5,35.14962246,126.9306793,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동048,1,,광주광역시 동구 동명동 2-25,35.1497612,126.9305267,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동049,1,,광주광역시 동구 동명동 15-5,35.14975454,126.9299423,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동050,1,,광주광역시 동구 동명동 15-2,35.14999719,126.9301682,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동051,1,,광주광역시 동구 동명동 2-3,35.14999506,126.9303894,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동052,1,,광주광역시 동구 동명동 2-11,35.14954573,126.9301529,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동053,1,,광주광역시 동구 동명동 3-2,35.14939369,126.9301224,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동054,1,,광주광역시 동구 동명동 287-22,35.14941406,126.9303609,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동055,1,,광주광역시 동구 동명동 11-14,35.14947057,126.9287177,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동056,1,,광주광역시 동구 동명동 10-1,35.14933014,126.9286575,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동057,1,,광주광역시 동구 동명동 11-16,35.14945405,126.9288559,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동058,1,,광주광역시 동구 동명동 11-9,35.14963391,126.9287638,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동059,1,,광주광역시 동구 동명동 11-10,35.14997482,126.9287338,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동060,1,,광주광역시 동구 동명동 12-3,35.14980629,126.9290543,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동061,1,,광주광역시 동구 동명동 13-5,35.15002823,126.9294739,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동062,1,,광주광역시 동구 동명동 13-1,35.15018691,126.929289,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동063,1,,광주광역시 동구 동명동 19-1,35.15069199,126.9292627,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동064,1,,광주광역시 동구 동명동 19-6,35.15049362,126.9292908,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동065,1,,광주광역시 동구 동명동 19-7,35.15048599,126.929088,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동066,1,,광주광역시 동구 동명동 19-11,35.15034866,126.9291467,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동067,1,,광주광역시 동구 동명동 19-11,35.15035629,126.9291467,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동068,1,,광주광역시 동구 동명동 18-6,35.15023422,126.9290695,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동069,1,,광주광역시 동구 동명동 18-8,35.15019661,126.9289246,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동070,1,,광주광역시 동구 동명동 20-6,35.15021133,126.9288146,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동071,1,,광주광역시 동구 동명동 25,35.1503905,126.9282713,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동072,1,,광주광역시 동구 동명동 25,35.15039063,126.9282713,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동073,1,,광주광역시 동구 동명동 20-7,35.15028679,126.9287872,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동074,1,,광주광역시 동구 동명동 24-18,35.15080684,126.9282227,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
동명동075,1,,광주광역시 동구 동명동 80-15,35.14877557,126.9280029,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
동명동076,1,,광주광역시 동구 동명동 128,35.14694255,126.9273393,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
